,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,1679,1,52,India (Women),Shafali Verma,Ayabonga Khaka,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,526878,-101.00,48.00,0,0,,,Knuckleball,,,0,0,1,0,0,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
1,2,1679,1,52,India (Women),Shafali Verma,Ayabonga Khaka,,1,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,0.2,1,1,0,526879,-101.00,48.00,0,0,,,Knuckleball,,,0,0,2,0,0,1,Off stump,Short of Good Length,2,0,0,0,0,0,0,0
2,3,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,1,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,526880,124.00,-47.50,2,0,,,Knuckleball,,,0,0,3,0,2,1,Outside Off stump,Short of Good Length,3,0,0,0,0,0,0,0
3,4,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,526881,-79.50,50.00,0,0,,,Knuckleball,,,0,0,4,0,2,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
4,5,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,526882,-84.50,63.00,0,0,,,Knuckleball,,,0,0,5,0,2,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
5,6,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,526883,132.50,39.50,0,0,,,Knuckleball,,,0,0,6,0,2,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0
6,1,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,526884,44.00,100.50,0,0,,,Knuckleball,,,0,0,1,1,2,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
7,2,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,526885,-126.50,-54.50,1,0,,,Knuckleball,,,0,0,2,1,3,1,Leg stump,Good Length,0,0,0,0,0,0,0,0
8,3,1679,1,52,India (Women),Harmanpreet Kaur,Chloe Tryon,,2,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.3,1,1,1,526886,-126.50,-54.50,1,0,,,Knuckleball,,,0,0,3,1,4,1,Outside Leg stump,Good Length,0,0,0,0,0,0,0,0
9,4,1679,1,52,India (Women),Harmanpreet Kaur,Chloe Tryon,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,526887,132.00,48.50,1,0,,,Knuckleball,,,0,0,4,1,5,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
10,5,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,526888,65.50,124.00,0,0,,,Knuckleball,,,0,0,5,1,5,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
11,6,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,526889,107.00,43.50,0,0,,,Knuckleball,,,0,0,6,1,5,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
12,7,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,2,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,526890,-154.00,41.50,2,0,,,Knuckleball,,,0,0,7,1,7,1,Outside Off stump,Full Length,0,0,0,0,0,0,0,0
13,1,1679,1,52,India (Women),Harmanpreet Kaur,Tumi Sekhukhune,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,526891,-90.00,-25.00,0,0,,,Knuckleball,,,0,0,1,2,7,1,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0
14,2,1679,1,52,India (Women),Harmanpreet Kaur,Tumi Sekhukhune,,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,526892,124.00,-48.00,1,0,,,Knuckleball,,,0,0,2,2,8,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0
15,3,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,3,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,2.3,1,1,1,526893,124.00,-48.00,1,0,,,Knuckleball,,,0,0,3,2,9,1,Outside Leg stump,Short of Good Length,0,0,0,0,0,0,0,0
16,4,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,3,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,2.3,1,1,1,526894,124.00,-48.00,1,0,,,Knuckleball,,,0,0,4,2,10,1,Outside Leg stump,Short of Good Length,0,0,0,0,0,0,0,0
17,5,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,526895,-65.00,81.50,1,0,,,Knuckleball,,,0,0,5,2,11,1,Middle stump,Good Length,0,0,0,0,0,0,0,0
18,6,1679,1,52,India (Women),Harmanpreet Kaur,Tumi Sekhukhune,,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.4,1,1,0,526896,160.50,-77.00,4,0,,,Knuckleball,,,0,0,6,2,15,1,Off stump,Short of Good Length,0,0,0,0,0,0,0,0
19,7,1679,1,52,India (Women),Harmanpreet Kaur,Tumi Sekhukhune,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,526897,148.50,51.00,1,0,,,Knuckleball,,,0,0,7,2,16,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
20,8,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,526898,76.00,102.00,0,0,,,Knuckleball,,,0,0,8,2,16,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
21,1,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,1,1,0,526899,128.00,-41.00,1,0,,,Knuckleball,,,0,0,1,3,17,1,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0
22,2,1679,1,52,India (Women),Smriti Mandhana,Ayabonga Khaka,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,526900,99.00,39.50,0,0,,,Knuckleball,,,0,0,2,3,17,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
23,3,1679,1,52,India (Women),Smriti Mandhana,Ayabonga Khaka,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,526901,101.00,28.50,1,0,,,Knuckleball,,,0,0,3,3,18,1,Off stump,Good Length,0,0,0,0,0,0,0,0
24,4,1679,1,52,India (Women),Harmanpreet Kaur,Ayabonga Khaka,,4,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,3.4,1,1,0,526902,-60.00,107.00,0,0,,,Knuckleball,,,0,0,4,3,18,2,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0
25,5,1679,1,52,India (Women),Jemimah Rodrigues,Ayabonga Khaka,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,526903,-60.00,107.00,0,0,,,Knuckleball,,,0,0,5,3,18,2,Outside Off stump,Short of Good Length,2,0,0,0,0,0,0,0
26,6,1679,1,52,India (Women),Jemimah Rodrigues,Ayabonga Khaka,,4,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,3.6,1,1,0,526904,84.50,139.00,2,0,,,Knuckleball,,,0,0,6,3,20,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
27,1,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,5,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,4.1,1,1,0,526905,85.50,-47.50,2,0,,,Knuckleball,,,0,0,1,4,22,2,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0
28,2,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,526906,-131.00,-55.00,1,0,,,Knuckleball,,,0,0,2,4,23,2,Off stump,Good Length,0,0,0,0,0,0,0,0
29,3,1679,1,52,India (Women),Jemimah Rodrigues,Chloe Tryon,,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.3,1,1,0,526907,133.50,58.50,1,0,,,Knuckleball,,,0,0,3,4,24,2,Off stump,Yorker,0,0,0,0,0,0,0,0
30,4,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,526908,-125.50,-37.00,1,0,,,Knuckleball,,,0,0,4,4,25,2,Middle stump,Good Length,0,0,0,0,0,0,0,0
31,5,1679,1,52,India (Women),Jemimah Rodrigues,Chloe Tryon,,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.5,1,1,0,526909,43.00,25.00,1,0,,,Knuckleball,,,0,0,5,4,26,2,Leg stump,Good Length,0,0,0,0,0,0,0,0
32,6,1679,1,52,India (Women),Smriti Mandhana,Chloe Tryon,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,526910,76.00,39.00,0,0,,,Knuckleball,,,0,0,6,4,26,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
33,1,1679,1,52,India (Women),Jemimah Rodrigues,Tumi Sekhukhune,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,526911,-55.50,37.50,0,0,,,Knuckleball,,,0,0,1,5,26,2,Outside Off stump,Good Length,1,0,0,0,0,0,0,0
34,2,1679,1,52,India (Women),Jemimah Rodrigues,Tumi Sekhukhune,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,1,1,0,526912,-55.50,92.00,0,0,,,Knuckleball,,,0,0,2,5,26,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
35,3,1679,1,52,India (Women),Jemimah Rodrigues,Tumi Sekhukhune,,6,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,5.3,1,1,0,526913,139.00,-41.50,2,0,,,Knuckleball,,,0,0,3,5,28,2,Off stump,Good Length,0,0,0,0,0,0,0,0
36,4,1679,1,52,India (Women),Jemimah Rodrigues,Tumi Sekhukhune,,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.4,1,1,0,526914,157.50,53.50,1,0,,,Knuckleball,,,0,0,4,5,29,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
37,5,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,1,1,0,526915,32.00,30.50,0,0,,,Knuckleball,,,0,0,5,5,29,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0
38,6,1679,1,52,India (Women),Smriti Mandhana,Tumi Sekhukhune,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.6,1,1,0,526916,-71.50,103.00,0,0,,,Knuckleball,,,0,0,6,5,29,2,Leg stump,Good Length,0,0,0,0,0,0,0,0
