id,name,startDateTime,endDateTime,gameTypeId,gameType,isLive,isCompleted,isDuckworthLewis,matchDay,numberOfDays,resultText,resultTypeId,resultType,gameStatusId,gameStatus,tossResult,tossDecision,ticketUrl,isWomensMatch,oversRemaining,channels,innings,isInProgress,totalOvers,streamCount,legacyFixtureId,year,competition_id,competition_name,competition_legacyCompetitionId,homeTeam_id,homeTeam_name,homeTeam_shortName,awayTeam_id,awayTeam_name,awayTeam_shortName,venue_id,venue_name,venue_latitude,venue_longitude,venue_location,venue_state
6233,3rd T20I,2019-10-09T13:30:00Z,2019-10-09T17:21:12Z,3,T20 International,False,True,False,1.0,1.0,Sri Lanka win by 13 runs,AwayWin,Away Win,Result,Result,Sri Lanka won the toss and elected to bat.,Bat,,False,,"[{'channelConstantId': 3, 'id': 52, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/foxtel.png', 'channelName': 'Foxtel', 'channelURL': 'https://www.foxtel.com.au/watch/cricket.html ', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 2, 'id': 69, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/kayo.png', 'channelName': 'Kayo', 'channelURL': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-mtc-cau-lnk-lnc-grc-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'channelType': 'TVChannel', 'registrationUrl': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-web-bnr-lnc-cau-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'order': 99}]","[{'id': 3303, 'fixtureId': 6233, 'inningNumber': 1, 'battingTeamId': 9, 'bowlingTeamId': 11, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 0, 'penalties': 0, 'totalExtras': 14, 'wideBalls': 13, 'oversBowled': '20.0', 'runsScored': 147, 'numberOfWicketsFallen': 7, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3304, 'fixtureId': 6233, 'inningNumber': 2, 'battingTeamId': 11, 'bowlingTeamId': 9, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 0, 'penalties': 0, 'totalExtras': 5, 'wideBalls': 4, 'oversBowled': '20.0', 'runsScored': 134, 'numberOfWicketsFallen': 6, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46784,2019,846,Pakistan v Sri Lanka T20Is - Men's,2435,11.0,Pakistan Men,PAK,9.0,Sri Lanka Men,SL,178.0,"Gaddafi Stadium, Lahore",,,,
6069,,2019-10-09T23:00:00Z,2019-10-13T05:02:21Z,4,First Class Domestic,False,True,False,4.0,4.0,New South Wales win by 5 wickets,AwayWin,Away Win,Result,Result,Queensland won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3306, 'fixtureId': 6069, 'inningNumber': 1, 'battingTeamId': 673, 'bowlingTeamId': 674, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 1, 'legByesRuns': 4, 'noBalls': 0, 'penalties': 0, 'totalExtras': 8, 'wideBalls': 3, 'oversBowled': '71.0', 'runsScored': 153, 'numberOfWicketsFallen': 10, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3309, 'fixtureId': 6069, 'inningNumber': 2, 'battingTeamId': 674, 'bowlingTeamId': 673, 'isDeclared': True, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 288, 'overnightWickets': 9, 'byesRuns': 4, 'legByesRuns': 8, 'noBalls': 0, 'penalties': 0, 'totalExtras': 15, 'wideBalls': 3, 'oversBowled': '88.0', 'runsScored': 288, 'numberOfWicketsFallen': 9, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3321, 'fixtureId': 6069, 'inningNumber': 3, 'battingTeamId': 673, 'bowlingTeamId': 674, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 15, 'noBalls': 0, 'penalties': 0, 'totalExtras': 20, 'wideBalls': 5, 'oversBowled': '91.5', 'runsScored': 268, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3331, 'fixtureId': 6069, 'inningNumber': 4, 'battingTeamId': 674, 'bowlingTeamId': 673, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 1, 'legByesRuns': 0, 'noBalls': 0, 'penalties': 0, 'totalExtras': 1, 'wideBalls': 0, 'oversBowled': '41.5', 'runsScored': 134, 'numberOfWicketsFallen': 5, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46358,2019,824,Marsh Sheffield Shield 2019-20,2405,,,,674.0,NSW Men,NSW,37.0,The Gabba,-27.4857,153.0381,Brisbane,QLD
6070,,2019-10-09T23:30:00Z,2019-10-13T03:47:07Z,4,First Class Domestic,False,True,False,4.0,4.0,Match Drawn,Draw,Draw,Result,Result,Victoria won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3305, 'fixtureId': 6070, 'inningNumber': 1, 'battingTeamId': 82, 'bowlingTeamId': 345, 'isDeclared': True, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 7, 'legByesRuns': 2, 'noBalls': 0, 'penalties': 0, 'totalExtras': 9, 'wideBalls': 0, 'oversBowled': '150.0', 'runsScored': 616, 'numberOfWicketsFallen': 6, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3318, 'fixtureId': 6070, 'inningNumber': 2, 'battingTeamId': 345, 'bowlingTeamId': 82, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 9, 'legByesRuns': 8, 'noBalls': 2, 'penalties': 0, 'totalExtras': 19, 'wideBalls': 0, 'oversBowled': '186.0', 'runsScored': 671, 'numberOfWicketsFallen': 6, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46357,2019,824,Marsh Sheffield Shield 2019-20,2405,82.0,Victoria Men,VIC,,,,4.0,MCG,-37.8199,144.9836,Melbourne,VIC
6071,,2019-10-10T01:30:00Z,2019-10-13T07:18:16Z,4,First Class Domestic,False,True,False,4.0,4.0,Match Drawn,Draw,Draw,Result,Result,Western Australia won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3307, 'fixtureId': 6071, 'inningNumber': 1, 'battingTeamId': 83, 'bowlingTeamId': 85, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 12, 'legByesRuns': 8, 'noBalls': 14, 'penalties': 0, 'totalExtras': 39, 'wideBalls': 5, 'oversBowled': '85.5', 'runsScored': 337, 'numberOfWicketsFallen': 10, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3312, 'fixtureId': 6071, 'inningNumber': 2, 'battingTeamId': 85, 'bowlingTeamId': 83, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 397, 'overnightWickets': 10, 'byesRuns': 16, 'legByesRuns': 8, 'noBalls': 4, 'penalties': 0, 'totalExtras': 34, 'wideBalls': 6, 'oversBowled': '142.0', 'runsScored': 397, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3322, 'fixtureId': 6071, 'inningNumber': 3, 'battingTeamId': 83, 'bowlingTeamId': 85, 'isDeclared': True, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 2, 'legByesRuns': 2, 'noBalls': 6, 'penalties': 0, 'totalExtras': 15, 'wideBalls': 5, 'oversBowled': '113.0', 'runsScored': 383, 'numberOfWicketsFallen': 9, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46359,2019,824,Marsh Sheffield Shield 2019-20,2405,83.0,Western Australia Men,WA,85.0,Tasmanian Tigers Men,TAS,74.0,WACA Ground,-31.9597,115.8795,Perth,WA
5679,2nd Test,2019-10-10T04:00:00Z,2019-10-13T09:56:37Z,1,Test,False,True,False,4.0,5.0,India win by an innings and  137 runs,HomeWin,Home Win,Result,Result,India won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 3, 'id': 52, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/foxtel.png', 'channelName': 'Foxtel', 'channelURL': 'https://www.foxtel.com.au/watch/cricket.html ', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 2, 'id': 69, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/kayo.png', 'channelName': 'Kayo', 'channelURL': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-mtc-cau-lnk-lnc-grc-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'channelType': 'TVChannel', 'registrationUrl': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-web-bnr-lnc-cau-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'order': 99}]","[{'id': 3308, 'fixtureId': 5679, 'inningNumber': 1, 'battingTeamId': 3, 'bowlingTeamId': 21, 'isDeclared': True, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 6, 'noBalls': 11, 'penalties': 0, 'totalExtras': 17, 'wideBalls': 0, 'oversBowled': '156.3', 'runsScored': 601, 'numberOfWicketsFallen': 5, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3320, 'fixtureId': 5679, 'inningNumber': 2, 'battingTeamId': 21, 'bowlingTeamId': 3, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 275, 'overnightWickets': 10, 'byesRuns': 0, 'legByesRuns': 8, 'noBalls': 0, 'penalties': 0, 'totalExtras': 8, 'wideBalls': 0, 'oversBowled': '105.4', 'runsScored': 275, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3332, 'fixtureId': 5679, 'inningNumber': 3, 'battingTeamId': 21, 'bowlingTeamId': 3, 'isDeclared': False, 'isFollowOn': True, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 8, 'legByesRuns': 3, 'noBalls': 0, 'penalties': 0, 'totalExtras': 13, 'wideBalls': 2, 'oversBowled': '67.2', 'runsScored': 189, 'numberOfWicketsFallen': 10, 'day': 4, 'duckworthLewisOvers': ''}]",False,,0,46114,2019,751,Freedom Trophy 2019,2375,3.0,India Men,IND,21.0,South Africa Men,SA,228.0,"Maharashtra Cricket Association Stadium, Pune",,,,
6072,,2019-10-17T23:00:00Z,2019-10-21T00:09:39Z,4,First Class Domestic,False,True,False,4.0,4.0,Queensland win by 4 wickets,HomeWin,Home Win,Result,Result,South Australia won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3373, 'fixtureId': 6072, 'inningNumber': 1, 'battingTeamId': 345, 'bowlingTeamId': 673, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 3, 'noBalls': 0, 'penalties': 0, 'totalExtras': 7, 'wideBalls': 4, 'oversBowled': '66.2', 'runsScored': 221, 'numberOfWicketsFallen': 10, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3375, 'fixtureId': 6072, 'inningNumber': 2, 'battingTeamId': 673, 'bowlingTeamId': 345, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 264, 'overnightWickets': 10, 'byesRuns': 7, 'legByesRuns': 12, 'noBalls': 1, 'penalties': 0, 'totalExtras': 21, 'wideBalls': 1, 'oversBowled': '98.4', 'runsScored': 264, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3407, 'fixtureId': 6072, 'inningNumber': 3, 'battingTeamId': 345, 'bowlingTeamId': 673, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 192, 'overnightWickets': 10, 'byesRuns': 0, 'legByesRuns': 6, 'noBalls': 2, 'penalties': 0, 'totalExtras': 10, 'wideBalls': 2, 'oversBowled': '61.4', 'runsScored': 192, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3416, 'fixtureId': 6072, 'inningNumber': 4, 'battingTeamId': 673, 'bowlingTeamId': 345, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 0, 'penalties': 0, 'totalExtras': 4, 'wideBalls': 3, 'oversBowled': '39.4', 'runsScored': 150, 'numberOfWicketsFallen': 6, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46361,2019,824,Marsh Sheffield Shield 2019-20,2405,,,,,,,37.0,The Gabba,-27.4857,153.0381,Brisbane,QLD
6073,,2019-10-17T23:30:00Z,2019-10-21T00:37:13Z,4,First Class Domestic,False,True,False,4.0,4.0,New South Wales win by 8 wickets,HomeWin,Home Win,Result,Result,Tasmania won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3372, 'fixtureId': 6073, 'inningNumber': 1, 'battingTeamId': 85, 'bowlingTeamId': 674, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 4, 'legByesRuns': 9, 'noBalls': 3, 'penalties': 0, 'totalExtras': 16, 'wideBalls': 0, 'oversBowled': '101.3', 'runsScored': 268, 'numberOfWicketsFallen': 10, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3388, 'fixtureId': 6073, 'inningNumber': 2, 'battingTeamId': 674, 'bowlingTeamId': 85, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 364, 'overnightWickets': 10, 'byesRuns': 5, 'legByesRuns': 3, 'noBalls': 8, 'penalties': 0, 'totalExtras': 19, 'wideBalls': 3, 'oversBowled': '117.4', 'runsScored': 364, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3408, 'fixtureId': 6073, 'inningNumber': 3, 'battingTeamId': 85, 'bowlingTeamId': 674, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 8, 'legByesRuns': 10, 'noBalls': 1, 'penalties': 0, 'totalExtras': 19, 'wideBalls': 0, 'oversBowled': '62.5', 'runsScored': 140, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3428, 'fixtureId': 6073, 'inningNumber': 4, 'battingTeamId': 674, 'bowlingTeamId': 85, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 0, 'noBalls': 0, 'penalties': 0, 'totalExtras': 0, 'wideBalls': 0, 'oversBowled': '8.2', 'runsScored': 46, 'numberOfWicketsFallen': 2, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46360,2019,824,Marsh Sheffield Shield 2019-20,2405,674.0,NSW Men,NSW,85.0,Tasmanian Tigers Men,TAS,69.0,"Drummoyne Oval, Drummoyne",-33.850819,151.150632,Sydney,NSW
6074,,2019-10-18T02:11:00Z,2019-10-21T13:24:45Z,4,First Class Domestic,False,True,False,4.0,4.0,Western Australia win by 9 wickets,HomeWin,Home Win,Result,Result,Victoria won the toss and elected to bat.,Bat,,False,0.0,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3374, 'fixtureId': 6074, 'inningNumber': 1, 'battingTeamId': 82, 'bowlingTeamId': 83, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 5, 'noBalls': 1, 'penalties': 0, 'totalExtras': 13, 'wideBalls': 7, 'oversBowled': '114.3', 'runsScored': 341, 'numberOfWicketsFallen': 10, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3392, 'fixtureId': 6074, 'inningNumber': 2, 'battingTeamId': 83, 'bowlingTeamId': 82, 'isDeclared': True, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 519, 'overnightWickets': 9, 'byesRuns': 4, 'legByesRuns': 12, 'noBalls': 0, 'penalties': 0, 'totalExtras': 21, 'wideBalls': 5, 'oversBowled': '152.3', 'runsScored': 519, 'numberOfWicketsFallen': 9, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3421, 'fixtureId': 6074, 'inningNumber': 3, 'battingTeamId': 82, 'bowlingTeamId': 83, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 2, 'legByesRuns': 7, 'noBalls': 0, 'penalties': 0, 'totalExtras': 11, 'wideBalls': 2, 'oversBowled': '73.1', 'runsScored': 186, 'numberOfWicketsFallen': 10, 'day': 0, 'duckworthLewisOvers': ''}, {'id': 3431, 'fixtureId': 6074, 'inningNumber': 4, 'battingTeamId': 83, 'bowlingTeamId': 82, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 0, 'noBalls': 0, 'penalties': 0, 'totalExtras': 0, 'wideBalls': 0, 'oversBowled': '3.2', 'runsScored': 9, 'numberOfWicketsFallen': 1, 'day': 0, 'duckworthLewisOvers': ''}]",False,,0,46362,2019,824,Marsh Sheffield Shield 2019-20,2405,83.0,Western Australia Men,WA,82.0,Victoria Men,VIC,74.0,WACA Ground,-31.9597,115.8795,Perth,WA
5735,Match 1,2019-10-18T08:40:00Z,2019-10-18T11:49:57Z,6,T20 Domestic,False,True,False,1.0,1.0,Sydney Sixers Women win by 49 runs,HomeWin,Home Win,Result,Result,Sydney Sixers Women won the toss and elected to bat.,Bat,https://premier.ticketek.com.au/shows/show.aspx?sh=SIXERNSO19,True,,"[{'id': 43, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/channel-seven.png', 'channelName': 'Channel Seven', 'channelURL': 'https://www.freeview.com.au/tv-guide/', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'id': 50, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/abc-sport.png', 'channelName': 'ABC Sport', 'channelURL': 'http://www.abc.net.au/sport/cricket/', 'channelType': 'RadioChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 3, 'id': 52, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/foxtel.png', 'channelName': 'Foxtel', 'channelURL': 'https://www.foxtel.com.au/watch/cricket.html ', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 2, 'id': 69, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/kayo.png', 'channelName': 'Kayo', 'channelURL': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-mtc-cau-lnk-lnc-grc-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'channelType': 'TVChannel', 'registrationUrl': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-web-bnr-lnc-cau-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'order': 99}, {'id': 74, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/7mate.png', 'channelName': '7Mate', 'channelURL': 'https://www.freeview.com.au/tv-guide/', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}]","[{'id': 3378, 'fixtureId': 5735, 'inningNumber': 1, 'battingTeamId': 98, 'bowlingTeamId': 102, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 0, 'noBalls': 0, 'penalties': 0, 'totalExtras': 7, 'wideBalls': 7, 'oversBowled': '20.0', 'runsScored': 192, 'currentRunRate': 9.6, 'numberOfWicketsFallen': 6, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3381, 'fixtureId': 5735, 'inningNumber': 2, 'battingTeamId': 102, 'bowlingTeamId': 98, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 0, 'penalties': 0, 'totalExtras': 10, 'wideBalls': 9, 'oversBowled': '20.0', 'runsScored': 143, 'currentRunRate': 7.15, 'numberOfWicketsFallen': 9, 'day': 0, 'duckworthLewisOvers': ''}]",False,20.0,0,46136,2019,772,WBBL|05,2383,98.0,Sydney Sixers Women,SIX,102.0,Sydney Thunder Women,THU,70.0,North Sydney Oval,-33.8319,151.2093,Sydney,NSW
6428,Match 3,2019-10-19T03:00:00Z,2019-10-19T06:09:14Z,6,T20 Domestic,False,True,False,1.0,1.0,Hobart Hurricanes Women win by 20 runs,AwayWin,Away Win,Result,Result,Melbourne Stars Women won the toss and elected to bowl.,Field,https://premier.ticketek.com.au/shows/show.aspx?sh=SIXERNTH19,True,,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'id': 50, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/abc-sport.png', 'channelName': 'ABC Sport', 'channelURL': 'http://www.abc.net.au/sport/cricket/', 'channelType': 'RadioChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 2, 'id': 69, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/kayo.png', 'channelName': 'Kayo', 'channelURL': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-mtc-cau-lnk-lnc-grc-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'channelType': 'TVChannel', 'registrationUrl': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-web-bnr-lnc-cau-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'order': 99}]","[{'id': 3389, 'fixtureId': 6428, 'inningNumber': 1, 'battingTeamId': 96, 'bowlingTeamId': 97, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 3, 'penalties': 0, 'totalExtras': 6, 'wideBalls': 2, 'oversBowled': '20.0', 'runsScored': 164, 'currentRunRate': 8.2, 'numberOfWicketsFallen': 5, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3393, 'fixtureId': 6428, 'inningNumber': 2, 'battingTeamId': 97, 'bowlingTeamId': 96, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 0, 'noBalls': 1, 'penalties': 0, 'totalExtras': 9, 'wideBalls': 8, 'oversBowled': '20.0', 'runsScored': 144, 'currentRunRate': 7.2, 'numberOfWicketsFallen': 9, 'day': 0, 'duckworthLewisOvers': ''}]",False,20.0,0,46138,2019,772,WBBL|05,2383,97.0,Melbourne Stars Women,STA,96.0,Hobart Hurricanes Women,HUR,4.0,MCG,-37.8199,144.9836,Melbourne,VIC
5736,Match 2,2019-10-19T03:30:00Z,2019-10-19T06:10:50Z,6,T20 Domestic,False,True,False,1.0,1.0,Adelaide Strikers Women win by 6 wickets,HomeWin,Home Win,Result,Result,Adelaide Strikers Women won the toss and elected to bowl.,Field,,True,,"[{'channelConstantId': 1, 'id': 48, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/cricket-network.png', 'channelName': 'Cricket Network', 'channelURL': 'http://www.cricket.com.au/video', 'channelType': 'TVChannel', 'registrationUrl': '', 'order': 99}, {'channelConstantId': 2, 'id': 69, 'channelLogo': 'https://static-files.cricket-australia.pulselive.com/channels/kayo.png', 'channelName': 'Kayo', 'channelURL': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-mtc-cau-lnk-lnc-grc-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'channelType': 'TVChannel', 'registrationUrl': 'https://kayosports.com.au/?marketing=ca-launch&extcamp=cau-web-bnr-lnc-cau-cri&channel=cricketaus&campaign=launch&voucher=CKTAUS', 'order': 99}]","[{'id': 3390, 'fixtureId': 5736, 'inningNumber': 1, 'battingTeamId': 101, 'bowlingTeamId': 99, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 1, 'noBalls': 0, 'penalties': 0, 'totalExtras': 3, 'wideBalls': 2, 'oversBowled': '20.0', 'runsScored': 117, 'currentRunRate': 5.85, 'numberOfWicketsFallen': 7, 'day': 1, 'duckworthLewisOvers': ''}, {'id': 3394, 'fixtureId': 5736, 'inningNumber': 2, 'battingTeamId': 99, 'bowlingTeamId': 101, 'isDeclared': False, 'isFollowOn': False, 'isForfeited': False, 'overnightRuns': 0, 'overnightWickets': 0, 'byesRuns': 0, 'legByesRuns': 0, 'noBalls': 1, 'penalties': 0, 'totalExtras': 4, 'wideBalls': 3, 'oversBowled': '15.2', 'runsScored': 120, 'currentRunRate': 7.83, 'numberOfWicketsFallen': 4, 'day': 0, 'duckworthLewisOvers': ''}]",False,20.0,0,46137,2019,772,WBBL|05,2383,99.0,Adelaide Strikers Women,STR,101.0,Melbourne Renegades Women,REN,199.0,Karen Rolton Oval,-34.9226,138.5853,Adelaide,SA
