,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,534977,,,0,0,,,Knuckleball,,,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0
1,2,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,534978,,,0,0,,,Knuckleball,,,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0
2,3,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,1,1,0,534980,-51.00,202.50,4,0,,,Knuckleball,,,0,0,3,0,4,0,,,0,0,0,0,0,0,0,0
3,4,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,534981,-51.00,202.50,0,0,,,Knuckleball,,,0,0,4,0,4,0,,,0,0,0,0,0,0,0,0
4,5,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,534983,-51.00,202.50,0,0,,,Knuckleball,,,0,0,5,0,4,0,,,0,0,0,0,0,0,0,0
5,6,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0.6,1,1,1,534985,-51.00,202.50,1,0,,,Knuckleball,,,0,0,6,0,5,0,,,0,0,0,0,0,0,0,0
6,7,1671,1,26,Oman,Jatinder Singh,Aaqib Khan,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,534987,-51.00,202.50,0,0,,,Knuckleball,,,0,0,7,0,5,0,,,0,0,0,0,0,0,0,0
7,1,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,534990,-51.00,202.50,0,0,,,Knuckleball,,,0,0,1,1,5,0,,,1,0,0,0,0,0,0,0
8,2,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,534991,-51.00,202.50,0,0,,,Knuckleball,,,0,0,2,1,5,0,,,0,0,0,0,0,0,0,0
9,3,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,534993,-51.00,202.50,0,0,,,Knuckleball,,,0,0,3,1,5,0,,,0,0,0,0,0,0,0,0
10,4,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.4,1,1,0,534995,88.50,193.00,6,0,,,Knuckleball,,,0,0,4,1,11,0,,,0,0,0,0,0,0,0,0
11,5,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,534997,88.50,193.00,0,0,,,Knuckleball,,,0,0,5,1,11,0,,,0,0,0,0,0,0,0,0
12,6,1671,1,26,Oman,Aamir Kaleem,Rasikh Salam,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,534999,88.50,193.00,0,0,,,Knuckleball,,,0,0,6,1,11,0,,,0,0,0,0,0,0,0,0
