,MatchID,inningNumber,oversUnique,overNumber,ballNumber,batsmanPlayerId,bowlerPlayerId,totalInningRuns,totalInningWickets,totalRuns,batsmanRuns,isFour,isSix,isWicket,dismissalType,byes,legbyes,wides,noballs,penalties,wagonX,wagonY,wagonZone,pitchLine,pitchLength,shotType,shotControl,timestamp,outPlayerId,predictions,title,dismissalText,events,over,batsmanStatText,bowlerStatText,smartStats
0,1426557,1,0.01,1,1,48671,70640,0,0,0,0,False,False,False,,0,0,0,0,0,140,186,6,DOWN_LEG,GOOD_LENGTH,DEFENDED,1.0,2024-12-14T00:21:15.000Z,,,Bumrah to Khawaja,,[],,,,[]
1,1426557,1,0.02,1,2,48671,70640,0,0,0,0,False,False,False,,0,0,0,0,0,0,0,0,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,DEFENDED,2.0,2024-12-14T00:21:50.000Z,,,Bumrah to Khawaja,,[],,,,[]
2,1426557,1,0.03,1,3,48671,70640,4,0,4,0,False,False,False,,0,4,0,0,0,0,0,0,DOWN_LEG,SHORT_OF_A_GOOD_LENGTH,FLICK,2.0,2024-12-14T00:22:28.000Z,,,Bumrah to Khawaja,,[],,,,[]
3,1426557,1,0.04,1,4,48671,70640,4,0,0,0,False,False,False,,0,0,0,0,0,0,0,0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,LEFT_ALONE,1.0,2024-12-14T00:22:51.000Z,,,Bumrah to Khawaja,,[],,,,[]
4,1426557,1,0.05,1,5,48671,70640,4,0,0,0,False,False,False,,0,0,0,0,0,0,0,0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,LEFT_ALONE,1.0,2024-12-14T00:23:30.000Z,,,Bumrah to Khawaja,,[],,,,[]
5,1426557,1,0.06,1,6,48671,70640,4,0,0,0,False,False,False,,0,0,0,0,0,0,0,0,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,2.0,2024-12-14T00:24:07.000Z,,,Bumrah to Khawaja,,[],"{'team': {'id': 2, 'objectId': 2, 'scribeId': 2, 'slug': 'australia', 'name': 'Australia', 'longName': 'Australia', 'abbreviation': 'AUS', 'unofficialName': '', 'imageUrl': '/lsci/db/PICTURES/CMS/340400/340493.png', 'isCountry': True, 'primaryColor': '#f3f702', 'image': {'id': 340493, 'objectId': 1318684, 'slug': 'australia-team-flag-latest', 'url': '/lsci/db/PICTURES/CMS/340400/340493.png', 'width': 500, 'height': 500, 'caption': 'Australia team flag-latest', 'longCaption': 'Australia team flag-latest', 'credit': 'Getty Images', 'photographer': None, 'peerUrls': None}, 'country': {'id': 2, 'objectId': 2, 'name': 'Australia', 'shortName': 'Australia', 'abbreviation': 'AUS', 'slug': 'australia'}}, 'inningNumber': 1, 'overNumber': 1, 'overRuns': 4, 'overWickets': 0, 'totalRuns': 4, 'totalWickets': 0, 'target': 0, 'overLimit': 0, 'ballLimit': 0, 'isMaiden': True, 'isComplete': True, 'isSuperOver': False, 'overEndBatsmen': [{'player': {'id': 48671, 'objectId': 215155, 'name': 'UT Khawaja', 'longName': 'Usman Khawaja', 'mobileName': 'Khawaja', 'indexName': 'Khawaja, UT', 'battingName': 'UT Khawaja', 'fieldingName': 'Khawaja', 'slug': 'usman-khawaja', 'imageUrl': '/lsci/db/PICTURES/CMS/319700/319716.1.png', 'headshotImageUrl': '/lsci/db/PICTURES/CMS/319700/319716.png', 'dateOfBirth': {'year': 1986, 'month': 12, 'date': 18}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['lhb'], 'bowlingStyles': ['rm'], 'longBattingStyles': ['left-hand bat'], 'longBowlingStyles': ['right-arm medium'], 'image': {'id': 319716, 'objectId': 1259715, 'slug': 'usman-khawaja-player-page-headshot-cutout-2021', 'url': '/lsci/db/PICTURES/CMS/319700/319716.1.png', 'width': 160, 'height': 136, 'caption': 'Usman Khawaja player page headshot cutout, 2021', 'longCaption': 'Usman Khawaja player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': None}, 'countryTeamId': 2, 'playerRoleTypeIds': [2], 'playingRoles': ['top-order batter'], 'headshotImage': {'id': 319716, 'objectId': 1259715, 'slug': 'usman-khawaja-player-page-headshot-cutout-2021', 'url': '/lsci/db/PICTURES/CMS/319700/319716.png', 'width': 600, 'height': 436, 'caption': 'Usman Khawaja player page headshot cutout, 2021', 'longCaption': 'Usman Khawaja player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/lsci/db/PICTURES/CMS/319700/319716.square.png'}}}, 'runs': 0, 'balls': 6, 'fours': 0, 'sixes': 0}, {'player': {'id': 101347, 'objectId': 1124290, 'name': 'NA McSweeney', 'longName': 'Nathan McSweeney', 'mobileName': 'McSweeney', 'indexName': 'McSweeney, NA', 'battingName': 'NA McSweeney', 'fieldingName': 'McSweeney', 'slug': 'nathan-mcsweeney', 'imageUrl': '/lsci/db/PICTURES/CMS/390600/390641.2.png', 'headshotImageUrl': None, 'dateOfBirth': {'year': 1999, 'month': 3, 'date': 8}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['ob'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm offbreak'], 'image': {'id': 390641, 'objectId': 1458958, 'slug': 'nathan-mcsweeney-player-portrait', 'url': '/lsci/db/PICTURES/CMS/390600/390641.2.png', 'width': 160, 'height': 136, 'caption': 'Nathan McSweeney, player portrait', 'longCaption': 'Nathan McSweeney, player portrait', 'credit': 'Getty Images for Cricket Australia', 'photographer': None, 'peerUrls': None}, 'countryTeamId': 2, 'playerRoleTypeIds': [5], 'playingRoles': ['allrounder'], 'headshotImage': None}, 'runs': 0, 'balls': 0, 'fours': 0, 'sixes': 0}], 'overEndBowlers': [{'player': {'id': 70640, 'objectId': 625383, 'name': 'JJ Bumrah', 'longName': 'Jasprit Bumrah', 'mobileName': 'Bumrah', 'indexName': 'Bumrah, JJ', 'battingName': 'JJ Bumrah', 'fieldingName': 'Bumrah', 'slug': 'jasprit-bumrah', 'imageUrl': '/lsci/db/PICTURES/CMS/319900/319940.2.png', 'headshotImageUrl': '/lsci/db/PICTURES/CMS/319900/319940.png', 'dateOfBirth': {'year': 1993, 'month': 12, 'date': 6}, 'dateOfDeath': None, 'gender': 'M', 'battingStyles': ['rhb'], 'bowlingStyles': ['rf'], 'longBattingStyles': ['right-hand bat'], 'longBowlingStyles': ['right-arm fast'], 'image': {'id': 319940, 'objectId': 1260219, 'slug': 'jasprit-bumrah-player-page-headshot-cutout-2021', 'url': '/lsci/db/PICTURES/CMS/319900/319940.2.png', 'width': 160, 'height': 136, 'caption': 'Jasprit Bumrah player page headshot cutout, 2021', 'longCaption': 'Jasprit Bumrah player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': None}, 'countryTeamId': 6, 'playerRoleTypeIds': [4], 'playingRoles': ['bowler'], 'headshotImage': {'id': 319940, 'objectId': 1260219, 'slug': 'jasprit-bumrah-player-page-headshot-cutout-2021', 'url': '/lsci/db/PICTURES/CMS/319900/319940.png', 'width': 600, 'height': 436, 'caption': 'Jasprit Bumrah player page headshot cutout, 2021', 'longCaption': 'Jasprit Bumrah player page headshot cutout, 2021', 'credit': None, 'photographer': None, 'peerUrls': {'FILM': None, 'WIDE': None, 'SQUARE': '/lsci/db/PICTURES/CMS/319900/319940.square.png'}}}, 'overs': 1, 'balls': 6, 'maidens': 1, 'conceded': 0, 'wickets': 0, 'currentType': 1}], 'rollover': None}",,,[]
6,1426557,1,1.01,2,1,101347,87477,4,0,0,0,False,False,False,,0,0,0,0,0,141,144,7,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,2024-12-14T00:25:24.000Z,,,Siraj to McSweeney,,[],,,,[]
7,1426557,1,1.02,2,2,101347,87477,4,0,0,0,False,False,False,,0,0,0,0,0,0,0,0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,LEFT_ALONE,1.0,2024-12-14T00:25:52.000Z,,,Siraj to McSweeney,,[],,,,[]
8,1426557,1,1.03,2,3,101347,87477,4,0,0,0,False,False,False,,0,0,0,0,0,141,170,6,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,2024-12-14T00:26:34.000Z,,,Siraj to McSweeney,,[],,,,[]
9,1426557,1,1.04,2,4,101347,87477,4,0,0,0,False,False,False,,0,0,0,0,0,195,193,4,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,2024-12-14T00:27:06.000Z,,,Siraj to McSweeney,,[],,,,[]
